timeDeltas	HMD	RightTracker	LeftTracker
3190	0,363 1,456 0,584 0,489 -0,233 0,060 0,839	0,391 1,146 0,608 0,222 -0,637 0,687 0,269	0,128 1,155 0,504 0,652 -0,124 0,221 0,714
3199	0,364 1,446 0,583 0,502 -0,230 0,061 0,831	0,382 1,141 0,595 0,229 -0,655 0,672 0,258	0,115 1,149 0,492 0,669 -0,138 0,214 0,699
3207	0,364 1,446 0,583 0,502 -0,230 0,061 0,831	0,382 1,141 0,595 0,229 -0,655 0,672 0,258	0,115 1,149 0,492 0,669 -0,138 0,214 0,699
3214	0,363 1,444 0,582 0,494 -0,230 0,060 0,836	0,388 1,144 0,599 0,239 -0,658 0,667 0,254	0,122 1,155 0,494 0,666 -0,137 0,211 0,702
3221	0,363 1,444 0,582 0,494 -0,230 0,060 0,836	0,388 1,144 0,599 0,239 -0,658 0,667 0,254	0,122 1,155 0,494 0,666 -0,137 0,211 0,702
3232	0,363 1,444 0,582 0,494 -0,230 0,060 0,836	0,388 1,144 0,599 0,239 -0,658 0,667 0,254	0,122 1,155 0,494 0,666 -0,137 0,211 0,702
3241	0,366 1,428 0,582 0,527 -0,225 0,059 0,817	0,361 1,135 0,567 0,242 -0,692 0,637 0,240	0,085 1,145 0,459 0,690 -0,177 0,190 0,675
3251	0,366 1,428 0,582 0,527 -0,225 0,059 0,817	0,361 1,135 0,567 0,242 -0,692 0,637 0,240	0,085 1,145 0,459 0,690 -0,177 0,190 0,675
3261	0,365 1,425 0,580 0,523 -0,226 0,060 0,819	0,360 1,136 0,567 0,239 -0,689 0,639 0,246	0,086 1,147 0,459 0,683 -0,174 0,188 0,684
3269	0,365 1,425 0,580 0,523 -0,226 0,060 0,819	0,360 1,136 0,567 0,239 -0,689 0,639 0,246	0,086 1,147 0,459 0,683 -0,174 0,188 0,684
3291	0,366 1,414 0,578 0,544 -0,225 0,063 0,806	0,337 1,134 0,543 0,227 -0,710 0,616 0,253	0,049 1,141 0,432 0,686 -0,210 0,164 0,677
3307	0,367 1,406 0,576 0,556 -0,223 0,067 0,798	0,322 1,136 0,529 0,213 -0,721 0,603 0,268	0,026 1,140 0,416 0,683 -0,233 0,146 0,677
3315	0,366 1,403 0,575 0,554 -0,221 0,066 0,800	0,324 1,136 0,530 0,215 -0,719 0,604 0,269	0,028 1,141 0,417 0,683 -0,232 0,146 0,677
3331	0,366 1,403 0,575 0,554 -0,221 0,066 0,800	0,324 1,136 0,530 0,215 -0,719 0,604 0,269	0,028 1,141 0,417 0,683 -0,232 0,146 0,677
3344	0,370 1,393 0,574 0,575 -0,213 0,068 0,787	0,301 1,142 0,505 0,204 -0,743 0,571 0,283	-0,009 1,140 0,389 0,690 -0,278 0,110 0,659
3353	0,370 1,393 0,574 0,575 -0,213 0,068 0,787	0,301 1,142 0,505 0,204 -0,743 0,571 0,283	-0,009 1,140 0,389 0,690 -0,278 0,110 0,659
3361	0,371 1,387 0,573 0,583 -0,209 0,070 0,783	0,293 1,145 0,493 0,209 -0,757 0,550 0,283	-0,022 1,140 0,378 0,696 -0,295 0,095 0,648
3390	0,371 1,387 0,573 0,583 -0,209 0,070 0,783	0,293 1,145 0,493 0,209 -0,757 0,550 0,283	-0,022 1,140 0,378 0,696 -0,295 0,095 0,648
3402	0,372 1,376 0,569 0,597 -0,205 0,074 0,772	0,280 1,149 0,474 0,219 -0,781 0,512 0,285	-0,047 1,143 0,360 0,700 -0,326 0,063 0,632
3412	0,372 1,376 0,569 0,597 -0,205 0,074 0,772	0,280 1,149 0,474 0,219 -0,781 0,512 0,285	-0,047 1,143 0,360 0,700 -0,326 0,063 0,632
3430	0,372 1,376 0,569 0,597 -0,205 0,074 0,772	0,280 1,149 0,474 0,219 -0,781 0,512 0,285	-0,047 1,143 0,360 0,700 -0,326 0,063 0,632
3441	0,373 1,370 0,568 0,605 -0,204 0,076 0,766	0,273 1,152 0,465 0,222 -0,788 0,494 0,293	-0,060 1,144 0,352 0,696 -0,338 0,046 0,632
3483	0,374 1,365 0,566 0,614 -0,204 0,076 0,759	0,266 1,153 0,459 0,224 -0,790 0,481 0,308	-0,070 1,146 0,346 0,690 -0,348 0,030 0,634
3493	0,372 1,360 0,562 0,620 -0,208 0,078 0,753	0,252 1,152 0,440 0,236 -0,777 0,475 0,341	-0,092 1,148 0,335 0,680 -0,348 0,011 0,645
3503	0,372 1,360 0,562 0,620 -0,208 0,078 0,753	0,252 1,152 0,440 0,236 -0,777 0,475 0,341	-0,092 1,148 0,335 0,680 -0,348 0,011 0,645
3518	0,372 1,360 0,562 0,620 -0,208 0,078 0,753	0,252 1,152 0,440 0,236 -0,777 0,475 0,341	-0,092 1,148 0,335 0,680 -0,348 0,011 0,645
3534	0,198 1,508 0,484 0,623 -0,206 0,088 0,749	0,251 1,153 0,435 0,255 -0,775 0,468 0,339	-0,093 1,145 0,337 0,681 -0,349 0,010 0,643
3542	0,198 1,508 0,484 0,623 -0,206 0,088 0,749	0,251 1,153 0,435 0,255 -0,775 0,468 0,339	-0,093 1,145 0,337 0,681 -0,349 0,010 0,643
3550	0,198 1,508 0,484 0,623 -0,206 0,088 0,749	0,251 1,153 0,435 0,255 -0,775 0,468 0,339	-0,093 1,145 0,337 0,681 -0,349 0,010 0,643
3563	0,198 1,508 0,484 0,623 -0,206 0,088 0,749	0,251 1,153 0,435 0,255 -0,775 0,468 0,339	-0,093 1,145 0,337 0,681 -0,349 0,010 0,643
3581	0,195 1,507 0,479 0,625 -0,215 0,089 0,745	0,252 1,152 0,426 0,290 -0,775 0,451 0,333	-0,092 1,140 0,340 0,682 -0,339 0,014 0,647
3592	0,190 1,507 0,473 0,625 -0,225 0,089 0,742	0,259 1,150 0,425 0,333 -0,770 0,435 0,326	-0,081 1,133 0,344 0,681 -0,312 0,026 0,662
3598	0,190 1,507 0,473 0,625 -0,225 0,089 0,742	0,259 1,150 0,425 0,333 -0,770 0,435 0,326	-0,081 1,133 0,344 0,681 -0,312 0,026 0,662
3618	0,190 1,507 0,473 0,625 -0,225 0,089 0,742	0,259 1,150 0,425 0,333 -0,770 0,435 0,326	-0,081 1,133 0,344 0,681 -0,312 0,026 0,662
3632	0,191 1,507 0,474 0,624 -0,228 0,091 0,742	0,260 1,149 0,425 0,332 -0,762 0,444 0,334	-0,081 1,131 0,346 0,682 -0,304 0,033 0,665
3644	0,191 1,507 0,474 0,624 -0,228 0,091 0,742	0,260 1,149 0,425 0,332 -0,762 0,444 0,334	-0,081 1,131 0,346 0,682 -0,304 0,033 0,665
3664	0,186 1,510 0,466 0,618 -0,253 0,095 0,739	0,276 1,141 0,442 0,379 -0,715 0,466 0,357	-0,049 1,122 0,357 0,680 -0,241 0,075 0,689
3672	0,186 1,511 0,465 0,613 -0,260 0,098 0,740	0,283 1,138 0,451 0,393 -0,691 0,481 0,368	-0,036 1,120 0,360 0,677 -0,216 0,092 0,697
3681	0,188 1,510 0,466 0,613 -0,257 0,097 0,741	0,281 1,138 0,449 0,391 -0,695 0,481 0,366	-0,041 1,120 0,358 0,677 -0,222 0,087 0,696
3694	0,188 1,510 0,466 0,613 -0,257 0,097 0,741	0,281 1,138 0,449 0,391 -0,695 0,481 0,366	-0,041 1,120 0,358 0,677 -0,222 0,087 0,696
3710	0,186 1,513 0,463 0,604 -0,272 0,102 0,742	0,297 1,133 0,467 0,422 -0,656 0,500 0,377	-0,015 1,118 0,366 0,668 -0,180 0,116 0,712
3720	0,186 1,513 0,463 0,604 -0,272 0,102 0,742	0,297 1,133 0,467 0,422 -0,656 0,500 0,377	-0,015 1,118 0,366 0,668 -0,180 0,116 0,712
3728	0,188 1,512 0,463 0,603 -0,273 0,102 0,742	0,297 1,132 0,467 0,423 -0,656 0,499 0,376	-0,014 1,117 0,366 0,667 -0,178 0,117 0,714
3735	0,188 1,512 0,463 0,603 -0,273 0,102 0,742	0,297 1,132 0,467 0,423 -0,656 0,499 0,376	-0,014 1,117 0,366 0,667 -0,178 0,117 0,714
3744	0,188 1,516 0,458 0,593 -0,291 0,108 0,743	0,313 1,129 0,487 0,451 -0,620 0,513 0,387	0,014 1,119 0,373 0,655 -0,137 0,148 0,728
3753	0,188 1,516 0,458 0,593 -0,291 0,108 0,743	0,313 1,129 0,487 0,451 -0,620 0,513 0,387	0,014 1,119 0,373 0,655 -0,137 0,148 0,728
3769	0,189 1,518 0,457 0,593 -0,298 0,112 0,740	0,307 1,129 0,480 0,460 -0,599 0,521 0,397	0,030 1,122 0,377 0,649 -0,117 0,167 0,733
3777	0,189 1,518 0,457 0,593 -0,298 0,112 0,740	0,307 1,129 0,480 0,460 -0,599 0,521 0,397	0,030 1,122 0,377 0,649 -0,117 0,167 0,733
3789	0,189 1,519 0,455 0,590 -0,303 0,111 0,740	0,308 1,128 0,483 0,463 -0,576 0,533 0,412	0,044 1,125 0,379 0,641 -0,099 0,184 0,738
3797	0,189 1,519 0,455 0,590 -0,303 0,111 0,740	0,308 1,128 0,483 0,463 -0,576 0,533 0,412	0,044 1,125 0,379 0,641 -0,099 0,184 0,738
3812	0,189 1,520 0,453 0,586 -0,311 0,111 0,740	0,309 1,128 0,487 0,461 -0,550 0,548 0,430	0,058 1,129 0,382 0,632 -0,084 0,201 0,744
3826	0,189 1,520 0,453 0,586 -0,311 0,111 0,740	0,309 1,128 0,487 0,461 -0,550 0,548 0,430	0,058 1,129 0,382 0,632 -0,084 0,201 0,744
3839	0,190 1,521 0,451 0,581 -0,318 0,114 0,741	0,310 1,128 0,492 0,457 -0,517 0,567 0,450	0,073 1,135 0,384 0,624 -0,068 0,221 0,746
3859	0,191 1,523 0,448 0,576 -0,326 0,117 0,741	0,312 1,128 0,496 0,457 -0,491 0,580 0,462	0,086 1,138 0,392 0,624 -0,055 0,243 0,740
3880	0,192 1,525 0,445 0,572 -0,332 0,119 0,740	0,313 1,128 0,498 0,458 -0,466 0,591 0,472	0,100 1,145 0,390 0,625 -0,037 0,267 0,733
3902	0,192 1,525 0,445 0,572 -0,332 0,119 0,740	0,313 1,128 0,498 0,458 -0,466 0,591 0,472	0,100 1,145 0,390 0,625 -0,037 0,267 0,733
3914	0,195 1,523 0,445 0,568 -0,333 0,120 0,743	0,343 1,126 0,522 0,450 -0,509 0,574 0,457	0,108 1,149 0,384 0,626 -0,035 0,280 0,727
3925	0,195 1,523 0,445 0,568 -0,333 0,120 0,743	0,343 1,126 0,522 0,450 -0,509 0,574 0,457	0,108 1,149 0,384 0,626 -0,035 0,280 0,727
3937	0,195 1,523 0,445 0,568 -0,333 0,120 0,743	0,343 1,126 0,522 0,450 -0,509 0,574 0,457	0,108 1,149 0,384 0,626 -0,035 0,280 0,727
3950	0,195 1,523 0,445 0,568 -0,333 0,120 0,743	0,343 1,126 0,522 0,450 -0,509 0,574 0,457	0,108 1,149 0,384 0,626 -0,035 0,280 0,727
3964	0,196 1,526 0,439 0,556 -0,340 0,124 0,748	0,371 1,144 0,564 0,455 -0,432 0,603 0,493	0,121 1,156 0,375 0,626 -0,038 0,301 0,718
3976	0,196 1,526 0,439 0,556 -0,340 0,124 0,748	0,371 1,144 0,564 0,455 -0,432 0,603 0,493	0,121 1,156 0,375 0,626 -0,038 0,301 0,718
3987	0,198 1,533 0,432 0,547 -0,341 0,126 0,754	0,372 1,144 0,566 0,455 -0,406 0,612 0,503	0,127 1,160 0,363 0,634 -0,058 0,310 0,706
4002	0,198 1,533 0,432 0,547 -0,341 0,126 0,754	0,372 1,144 0,566 0,455 -0,406 0,612 0,503	0,127 1,160 0,363 0,634 -0,058 0,310 0,706
4026	0,198 1,531 0,432 0,548 -0,340 0,127 0,754	0,374 1,149 0,569 0,453 -0,427 0,606 0,495	0,126 1,160 0,362 0,638 -0,061 0,305 0,704
4047	0,197 1,543 0,427 0,529 -0,340 0,134 0,766	0,375 1,150 0,573 0,443 -0,404 0,616 0,511	0,124 1,164 0,342 0,668 -0,097 0,305 0,672
4057	0,197 1,547 0,423 0,516 -0,336 0,131 0,777	0,378 1,160 0,577 0,434 -0,422 0,619 0,501	0,123 1,165 0,334 0,685 -0,107 0,305 0,652
4073	0,198 1,542 0,423 0,520 -0,336 0,130 0,775	0,377 1,171 0,578 0,431 -0,420 0,622 0,501	0,125 1,165 0,336 0,682 -0,101 0,306 0,656
4089	0,196 1,553 0,419 0,494 -0,332 0,135 0,792	0,352 1,180 0,558 0,415 -0,454 0,620 0,487	0,116 1,171 0,317 0,714 -0,126 0,308 0,616
4102	0,197 1,554 0,416 0,487 -0,328 0,138 0,797	0,346 1,181 0,551 0,408 -0,475 0,613 0,482	0,112 1,173 0,312 0,721 -0,137 0,306 0,606
4112	0,197 1,554 0,416 0,487 -0,328 0,138 0,797	0,346 1,181 0,551 0,408 -0,475 0,613 0,482	0,112 1,173 0,312 0,721 -0,137 0,306 0,606
4123	0,197 1,555 0,413 0,485 -0,323 0,138 0,801	0,339 1,184 0,542 0,400 -0,497 0,604 0,477	0,106 1,174 0,307 0,725 -0,150 0,302 0,601
4134	0,197 1,555 0,413 0,485 -0,323 0,138 0,801	0,339 1,184 0,542 0,400 -0,497 0,604 0,477	0,106 1,174 0,307 0,725 -0,150 0,302 0,601
4150	0,196 1,556 0,411 0,482 -0,321 0,138 0,804	0,332 1,186 0,533 0,394 -0,520 0,594 0,472	0,100 1,175 0,303 0,725 -0,165 0,296 0,600
4160	0,196 1,556 0,411 0,482 -0,321 0,138 0,804	0,332 1,186 0,533 0,394 -0,520 0,594 0,472	0,100 1,175 0,303 0,725 -0,165 0,296 0,600
4166	0,195 1,558 0,408 0,477 -0,318 0,142 0,807	0,325 1,189 0,522 0,388 -0,546 0,581 0,463	0,092 1,176 0,298 0,725 -0,184 0,285 0,599
4178	0,195 1,558 0,408 0,477 -0,318 0,142 0,807	0,325 1,189 0,522 0,388 -0,546 0,581 0,463	0,092 1,176 0,298 0,725 -0,184 0,285 0,599
4185	0,193 1,561 0,406 0,470 -0,315 0,142 0,812	0,318 1,192 0,509 0,384 -0,570 0,569 0,451	0,082 1,177 0,293 0,725 -0,205 0,272 0,599
4210	0,193 1,561 0,406 0,470 -0,315 0,142 0,812	0,318 1,192 0,509 0,384 -0,570 0,569 0,451	0,082 1,177 0,293 0,725 -0,205 0,272 0,599
4240	0,191 1,564 0,403 0,461 -0,312 0,142 0,818	0,309 1,195 0,493 0,382 -0,598 0,555 0,434	0,068 1,180 0,288 0,723 -0,231 0,256 0,598
4256	0,187 1,566 0,399 0,448 -0,306 0,143 0,828	0,309 1,196 0,488 0,381 -0,626 0,542 0,412	0,050 1,183 0,284 0,719 -0,258 0,240 0,600
4271	0,187 1,566 0,399 0,448 -0,306 0,143 0,828	0,309 1,196 0,488 0,381 -0,626 0,542 0,412	0,050 1,183 0,284 0,719 -0,258 0,240 0,600
4281	0,187 1,566 0,399 0,448 -0,306 0,143 0,828	0,309 1,196 0,488 0,381 -0,626 0,542 0,412	0,050 1,183 0,284 0,719 -0,258 0,240 0,600
4298	0,181 1,571 0,394 0,432 -0,298 0,134 0,840	0,308 1,197 0,483 0,371 -0,657 0,527 0,391	0,029 1,186 0,283 0,709 -0,285 0,230 0,602
4307	0,181 1,571 0,394 0,432 -0,298 0,134 0,840	0,308 1,197 0,483 0,371 -0,657 0,527 0,391	0,029 1,186 0,283 0,709 -0,285 0,230 0,602
4317	0,172 1,577 0,389 0,416 -0,293 0,125 0,852	0,307 1,198 0,480 0,361 -0,683 0,513 0,373	0,010 1,190 0,283 0,694 -0,308 0,234 0,607
4326	0,172 1,577 0,389 0,416 -0,293 0,125 0,852	0,307 1,198 0,480 0,361 -0,683 0,513 0,373	0,010 1,190 0,283 0,694 -0,308 0,234 0,607
4337	0,173 1,576 0,387 0,415 -0,293 0,125 0,852	0,307 1,198 0,479 0,362 -0,687 0,511 0,369	0,007 1,190 0,282 0,688 -0,311 0,240 0,610
4346	0,173 1,576 0,387 0,415 -0,293 0,125 0,852	0,307 1,198 0,479 0,362 -0,687 0,511 0,369	0,007 1,190 0,282 0,688 -0,311 0,240 0,610
4353	0,173 1,576 0,387 0,415 -0,293 0,125 0,852	0,307 1,198 0,479 0,362 -0,687 0,511 0,369	0,007 1,190 0,282 0,688 -0,311 0,240 0,610
4367	0,173 1,576 0,387 0,415 -0,293 0,125 0,852	0,307 1,198 0,479 0,362 -0,687 0,511 0,369	0,007 1,190 0,282 0,688 -0,311 0,240 0,610
4397	0,160 1,581 0,379 0,394 -0,283 0,111 0,867	0,293 1,214 0,423 0,421 -0,713 0,470 0,307	-0,018 1,193 0,295 0,656 -0,339 0,261 0,622
4419	0,150 1,584 0,371 0,385 -0,276 0,101 0,875	0,274 1,230 0,374 0,375 -0,744 0,476 0,281	-0,034 1,195 0,308 0,629 -0,350 0,281 0,635
4435	0,150 1,584 0,371 0,385 -0,276 0,101 0,875	0,274 1,230 0,374 0,375 -0,744 0,476 0,281	-0,034 1,195 0,308 0,629 -0,350 0,281 0,635
4447	0,150 1,584 0,371 0,385 -0,276 0,101 0,875	0,274 1,230 0,374 0,375 -0,744 0,476 0,281	-0,034 1,195 0,308 0,629 -0,350 0,281 0,635
4460	0,141 1,587 0,365 0,371 -0,274 0,093 0,882	0,266 1,241 0,350 0,372 -0,748 0,479 0,267	-0,045 1,195 0,319 0,608 -0,348 0,306 0,645
4470	0,124 1,594 0,356 0,353 -0,269 0,078 0,893	0,260 1,240 0,345 0,365 -0,749 0,492 0,254	-0,061 1,196 0,336 0,583 -0,340 0,347 0,652
4485	0,124 1,594 0,356 0,353 -0,269 0,078 0,893	0,260 1,240 0,345 0,365 -0,749 0,492 0,254	-0,061 1,196 0,336 0,583 -0,340 0,347 0,652
4515	0,124 1,594 0,356 0,353 -0,269 0,078 0,893	0,260 1,240 0,345 0,365 -0,749 0,492 0,254	-0,061 1,196 0,336 0,583 -0,340 0,347 0,652
4556	0,127 1,592 0,357 0,356 -0,270 0,081 0,891	0,261 1,241 0,345 0,367 -0,748 0,490 0,257	-0,058 1,196 0,333 0,588 -0,341 0,340 0,650
4564	0,094 1,603 0,339 0,337 -0,245 0,072 0,906	0,249 1,231 0,362 0,351 -0,689 0,580 0,256	-0,092 1,211 0,363 0,514 -0,319 0,400 0,689
4572	0,098 1,599 0,341 0,340 -0,249 0,073 0,904	0,251 1,231 0,358 0,353 -0,698 0,567 0,258	-0,087 1,207 0,359 0,528 -0,324 0,388 0,683
4607	0,098 1,599 0,341 0,340 -0,249 0,073 0,904	0,251 1,231 0,358 0,353 -0,698 0,567 0,258	-0,087 1,207 0,359 0,528 -0,324 0,388 0,683
4642	0,077 1,608 0,332 0,330 -0,233 0,064 0,913	0,242 1,233 0,369 0,339 -0,655 0,618 0,274	-0,112 1,218 0,369 0,489 -0,321 0,401 0,705
4664	0,070 1,612 0,327 0,318 -0,227 0,061 0,918	0,235 1,235 0,371 0,325 -0,641 0,629 0,296	-0,121 1,218 0,368 0,500 -0,311 0,409 0,697
4681	0,066 1,613 0,325 0,315 -0,223 0,059 0,921	0,232 1,234 0,373 0,321 -0,638 0,630 0,304	-0,126 1,217 0,367 0,506 -0,305 0,412 0,693
4694	0,061 1,616 0,321 0,308 -0,217 0,060 0,924	0,226 1,232 0,376 0,314 -0,632 0,633 0,319	-0,132 1,213 0,365 0,513 -0,300 0,413 0,690
4701	0,061 1,616 0,321 0,308 -0,217 0,060 0,924	0,226 1,232 0,376 0,314 -0,632 0,633 0,319	-0,132 1,213 0,365 0,513 -0,300 0,413 0,690
4708	0,061 1,616 0,321 0,308 -0,217 0,060 0,924	0,226 1,232 0,376 0,314 -0,632 0,633 0,319	-0,132 1,213 0,365 0,513 -0,300 0,413 0,690
4721	0,058 1,619 0,319 0,302 -0,212 0,057 0,928	0,220 1,229 0,379 0,305 -0,628 0,633 0,335	-0,139 1,207 0,363 0,518 -0,299 0,411 0,688
4763	0,058 1,619 0,319 0,302 -0,212 0,057 0,928	0,220 1,229 0,379 0,305 -0,628 0,633 0,335	-0,139 1,207 0,363 0,518 -0,299 0,411 0,688
4772	0,053 1,625 0,313 0,287 -0,202 0,051 0,935	0,207 1,219 0,384 0,275 -0,630 0,621 0,376	-0,157 1,193 0,352 0,532 -0,307 0,392 0,685
4820	0,052 1,629 0,309 0,276 -0,198 0,048 0,939	0,196 1,208 0,387 0,259 -0,635 0,608 0,400	-0,167 1,182 0,346 0,542 -0,318 0,375 0,682
4833	0,051 1,630 0,305 0,264 -0,197 0,045 0,943	0,177 1,197 0,391 0,253 -0,648 0,587 0,415	-0,177 1,174 0,339 0,560 -0,334 0,353 0,671
4859	0,051 1,637 0,298 0,245 -0,193 0,039 0,949	0,164 1,171 0,388 0,236 -0,677 0,537 0,445	-0,193 1,157 0,321 0,603 -0,359 0,316 0,639
4876	0,051 1,637 0,298 0,245 -0,193 0,039 0,949	0,164 1,171 0,388 0,236 -0,677 0,537 0,445	-0,193 1,157 0,321 0,603 -0,359 0,316 0,639
4889	0,052 1,637 0,295 0,235 -0,195 0,038 0,951	0,158 1,159 0,384 0,251 -0,699 0,505 0,440	-0,199 1,152 0,310 0,639 -0,367 0,301 0,606
4901	0,052 1,637 0,295 0,235 -0,195 0,038 0,951	0,158 1,159 0,384 0,251 -0,699 0,505 0,440	-0,199 1,152 0,310 0,639 -0,367 0,301 0,606
4912	0,052 1,637 0,295 0,235 -0,195 0,038 0,951	0,158 1,159 0,384 0,251 -0,699 0,505 0,440	-0,199 1,152 0,310 0,639 -0,367 0,301 0,606
4928	0,055 1,641 0,288 0,217 -0,197 0,035 0,955	0,154 1,130 0,378 0,285 -0,730 0,452 0,426	-0,212 1,144 0,292 0,684 -0,386 0,265 0,559
4937	0,055 1,641 0,288 0,217 -0,197 0,035 0,955	0,154 1,130 0,378 0,285 -0,730 0,452 0,426	-0,212 1,144 0,292 0,684 -0,386 0,265 0,559
4951	0,060 1,646 0,280 0,200 -0,198 0,030 0,959	0,155 1,089 0,374 0,326 -0,749 0,408 0,408	-0,228 1,138 0,282 0,710 -0,411 0,216 0,530
4961	0,060 1,646 0,280 0,200 -0,198 0,030 0,959	0,155 1,089 0,374 0,326 -0,749 0,408 0,408	-0,228 1,138 0,282 0,710 -0,411 0,216 0,530
4969	0,063 1,648 0,277 0,189 -0,196 0,028 0,962	0,155 1,060 0,372 0,351 -0,755 0,384 0,399	-0,241 1,132 0,289 0,637 -0,484 0,253 0,544
4979	0,063 1,648 0,277 0,189 -0,196 0,028 0,962	0,155 1,060 0,372 0,351 -0,755 0,384 0,399	-0,241 1,132 0,289 0,637 -0,484 0,253 0,544
4993	0,067 1,651 0,273 0,175 -0,195 0,027 0,965	0,157 1,016 0,372 0,385 -0,756 0,360 0,388	-0,255 1,123 0,291 0,577 -0,561 0,262 0,533
5009	0,067 1,651 0,273 0,175 -0,195 0,027 0,965	0,157 1,016 0,372 0,385 -0,756 0,360 0,388	-0,255 1,123 0,291 0,577 -0,561 0,262 0,533
5018	0,071 1,654 0,271 0,162 -0,197 0,032 0,966	0,164 0,981 0,383 0,414 -0,724 0,377 0,404	-0,263 1,113 0,291 0,534 -0,627 0,265 0,501
5029	0,074 1,656 0,270 0,155 -0,200 0,036 0,967	0,167 0,949 0,397 0,413 -0,668 0,416 0,458	-0,264 1,104 0,290 0,505 -0,668 0,274 0,472
5038	0,074 1,656 0,270 0,155 -0,200 0,036 0,967	0,167 0,949 0,397 0,413 -0,668 0,416 0,458	-0,264 1,104 0,290 0,505 -0,668 0,274 0,472
5059	0,078 1,658 0,270 0,146 -0,201 0,037 0,968	0,171 0,918 0,411 0,405 -0,624 0,432 0,510	-0,265 1,092 0,293 0,472 -0,698 0,296 0,450
5070	0,082 1,659 0,271 0,139 -0,203 0,035 0,969	0,177 0,901 0,427 0,382 -0,587 0,429 0,570	-0,265 1,077 0,299 0,438 -0,713 0,335 0,433
5114	0,082 1,659 0,271 0,139 -0,203 0,035 0,969	0,177 0,901 0,427 0,382 -0,587 0,429 0,570	-0,265 1,077 0,299 0,438 -0,713 0,335 0,433
5131	0,087 1,659 0,271 0,133 -0,204 0,034 0,969	0,188 0,881 0,438 0,384 -0,564 0,410 0,606	-0,257 1,060 0,316 0,398 -0,678 0,444 0,430
5147	0,093 1,661 0,274 0,124 -0,204 0,032 0,971	0,226 0,837 0,455 0,458 -0,482 0,417 0,620	-0,242 1,060 0,367 0,269 -0,568 0,642 0,439
5160	0,096 1,661 0,276 0,121 -0,205 0,031 0,971	0,257 0,814 0,460 0,537 -0,408 0,436 0,596	-0,239 1,070 0,390 0,172 -0,545 0,687 0,449
5183	0,096 1,661 0,276 0,121 -0,205 0,031 0,971	0,257 0,814 0,460 0,537 -0,408 0,436 0,596	-0,239 1,070 0,390 0,172 -0,545 0,687 0,449
5196	0,097 1,661 0,278 0,122 -0,207 0,031 0,970	0,282 0,804 0,463 0,597 -0,333 0,455 0,571	-0,239 1,070 0,397 0,105 -0,578 0,675 0,445
5242	0,101 1,659 0,278 0,124 -0,210 0,030 0,969	0,298 0,792 0,467 0,613 -0,241 0,490 0,571	-0,236 1,074 0,400 0,061 -0,615 0,662 0,424
5253	0,107 1,658 0,280 0,130 -0,215 0,028 0,968	0,309 0,774 0,469 0,596 -0,153 0,561 0,555	-0,204 1,090 0,407 0,044 -0,655 0,690 0,305
5265	0,107 1,659 0,279 0,131 -0,214 0,028 0,968	0,304 0,773 0,470 0,583 -0,230 0,531 0,570	-0,206 1,082 0,408 0,079 -0,633 0,704 0,312
5280	0,111 1,658 0,280 0,137 -0,217 0,027 0,966	0,284 0,740 0,457 0,556 -0,324 0,498 0,581	-0,166 1,101 0,424 0,066 -0,590 0,780 0,199
5293	0,111 1,658 0,280 0,137 -0,217 0,027 0,966	0,284 0,740 0,457 0,556 -0,324 0,498 0,581	-0,166 1,101 0,424 0,066 -0,590 0,780 0,199
5313	0,112 1,658 0,280 0,136 -0,219 0,027 0,966	0,267 0,731 0,447 0,530 -0,423 0,441 0,587	-0,151 1,109 0,433 0,048 -0,545 0,819 0,171
5325	0,114 1,657 0,280 0,136 -0,220 0,026 0,966	0,251 0,730 0,436 0,487 -0,512 0,377 0,599	-0,137 1,120 0,439 0,024 -0,514 0,844 0,149
5335	0,114 1,657 0,280 0,136 -0,220 0,026 0,966	0,251 0,730 0,436 0,487 -0,512 0,377 0,599	-0,137 1,120 0,439 0,024 -0,514 0,844 0,149
5347	0,115 1,657 0,280 0,138 -0,221 0,027 0,965	0,239 0,731 0,427 0,441 -0,565 0,329 0,614	-0,121 1,132 0,439 -0,005 -0,505 0,855 0,119
5366	0,115 1,657 0,280 0,138 -0,221 0,027 0,965	0,239 0,731 0,427 0,441 -0,565 0,329 0,614	-0,121 1,132 0,439 -0,005 -0,505 0,855 0,119
5376	0,116 1,656 0,280 0,141 -0,222 0,027 0,965	0,233 0,728 0,419 0,419 -0,574 0,321 0,626	-0,106 1,140 0,436 -0,023 -0,531 0,843 0,086
5386	0,118 1,655 0,280 0,144 -0,221 0,027 0,964	0,234 0,722 0,412 0,426 -0,561 0,339 0,624	-0,091 1,147 0,428 -0,032 -0,568 0,821 0,051
5394	0,118 1,655 0,280 0,144 -0,221 0,027 0,964	0,234 0,722 0,412 0,426 -0,561 0,339 0,624	-0,091 1,147 0,428 -0,032 -0,568 0,821 0,051
5402	0,119 1,653 0,280 0,146 -0,220 0,027 0,964	0,239 0,713 0,405 0,460 -0,534 0,371 0,605	-0,070 1,154 0,415 -0,029 -0,628 0,778 0,003
5413	0,119 1,653 0,280 0,146 -0,220 0,027 0,964	0,239 0,713 0,405 0,460 -0,534 0,371 0,605	-0,070 1,154 0,415 -0,029 -0,628 0,778 0,003
5434	0,121 1,653 0,280 0,148 -0,218 0,026 0,964	0,245 0,706 0,393 0,496 -0,520 0,387 0,578	-0,042 1,167 0,398 0,015 0,695 -0,717 0,060
